ID,Ph,Calcium(in ppm),Magnesium(in ppm),Chlorine(in ppm),Benzene(in ppb),THM(in ppb),Copper(in ppm),Nitrate(in ppm),Drinking Purpose,Ailments,Cement Industry Purpose,Irrigation Purpose
11633,6.68145,60.37762,18.39031,2.26861,0.18862,3.28905,1.60075,9.07491,Yes,Safe,No,No
11634,12.97138,157.24621,79.6385,163.38818,318.38976,385.76468,47.94062,56.9682,Yes,Safe,Yes,Yes
11635,6.14326,46.99503,50.38072,145.92376,2.19803,0.93487,0.17018,129.09172,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11636,5.17245,48.92337,49.7877,145.16253,2.52445,8.7699,0.10301,139.36529,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11637,8.97263,14.54346,294.34593,130.94457,124.18621,44.57859,34.21736,271.93243,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11638,7.0168,31.10332,22.15553,3.82936,4.51321,4.03964,1.64979,0.84632,Yes,Safe,Yes,No
11639,5.43084,149.56449,195.10912,242.09883,183.81641,121.4766,95.14113,466.57129,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11640,10.53574,298.10817,11.09685,37.72159,177.4269,8.10965,0.00069,153.6512,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Methemoglobinemia",Yes,No
11641,2.32972,277.83055,220.87203,359.61588,220.90173,314.99068,44.59318,28.31605,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11642,5.72777,56.7329,55.16698,136.40108,1.80721,6.43205,0.11739,142.77913,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11643,9.46333,33.15503,51.89558,23.73201,170.97289,229.94074,32.29551,120.38228,Yes,Safe,Yes,Yes
11644,7.58766,50.64382,14.16263,3.67233,4.47874,0.57061,0.62627,3.4164,Yes,Safe,Yes,No
11645,5.7716,36.04318,52.65113,62.24103,1.48721,6.22171,0.15731,77.23435,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11646,4.79986,30.20884,277.15262,42.60459,85.15438,147.47367,58.28896,314.71014,Yes,Safe,Yes,Yes
11647,5.09829,425.90234,292.38995,377.40852,9.87973,319.92634,31.70173,451.29262,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11648,6.83201,56.37285,26.66738,3.10207,4.02376,1.46338,0.59174,5.01511,Yes,Safe,No,No
11649,9.02885,61.06567,29.74832,60.11846,94.83866,98.18808,21.65832,21.93891,No,"Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11650,4.63492,107.46278,74.72917,177.11185,309.4468,16.63058,17.96486,330.45747,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11651,10.92675,334.03322,132.4924,40.70971,216.91627,9.8921,33.91705,55.46992,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11652,1.36865,389.82473,176.84787,369.87577,308.33274,372.35056,82.59711,264.58318,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11653,9.95903,186.696,164.4279,143.07656,95.86978,2.97896,28.24225,198.93319,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",Yes,No
11654,8.76067,259.96511,169.15441,114.39964,44.06525,17.7596,21.464,243.36507,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11655,7.19839,138.9209,383.31459,68.18212,344.41142,91.89503,55.54411,336.62606,Yes,Safe,Yes,Yes
11656,6.22047,56.77179,36.96099,107.41579,1.24502,6.72662,0.06093,145.51844,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11657,1.72612,453.57216,195.89732,494.51285,129.22867,103.37036,75.476,11.54672,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11658,9.05509,166.82888,147.75779,55.54008,70.06945,11.26633,2.59582,264.97053,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11659,8.4174,33.31137,29.52891,3.8239,1.47213,3.60081,1.6975,3.76919,Yes,Safe,Yes,No
11660,10.47554,87.48753,131.15506,124.37862,164.88851,190.9958,2.67353,90.90912,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11661,11.41142,257.3704,1.25375,108.50747,114.7225,262.29837,96.62637,261.27595,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11662,10.40523,198.65755,136.95443,124.9725,155.48389,15.16342,2.8436,84.61246,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11663,1.93522,233.44165,87.67179,106.67168,266.42589,116.4282,36.02759,265.56435,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11664,7.07221,28.1056,26.33827,2.9281,4.28154,1.33145,0.92576,1.70646,Yes,Safe,Yes,No
11665,6.27842,31.20638,46.05573,146.34671,4.7968,8.00551,0.05065,91.7737,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11666,6.45922,35.94384,58.6424,66.51582,0.24765,8.44118,0.10121,63.76146,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11667,6.67277,35.22165,29.74522,3.22921,3.20212,1.81322,1.17588,2.45779,Yes,Safe,No,No
11668,8.48973,482.98932,53.36045,488.6442,256.80518,188.26439,58.50624,64.68965,Yes,Safe,Yes,Yes
11669,6.86345,33.04959,59.15029,113.52504,2.83889,0.97361,0.19946,132.87809,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11670,7.08595,144.10054,94.40069,82.19627,17.52188,153.89931,10.60395,12.01451,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11671,6.20072,42.23265,38.91274,115.443,1.44762,3.05514,0.09413,88.20808,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11672,7.80926,75.62453,172.12661,94.72269,43.89758,97.62061,21.28542,229.3142,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11673,7.51332,73.59204,23.6555,3.3252,2.51495,3.28085,0.34171,8.34742,Yes,Safe,Yes,No
11674,8.22775,45.42054,12.50707,3.37054,1.24969,4.78861,0.3113,5.91859,Yes,Safe,Yes,No
11675,7.33539,62.00811,11.20175,3.45471,4.73378,6.42689,1.48462,3.28556,Yes,Safe,Yes,No
11676,8.29588,193.67057,95.07428,77.8456,36.07998,12.31797,27.25075,119.99846,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11677,7.94539,74.43728,25.22763,2.27846,2.63005,8.84074,1.72398,5.16185,Yes,Safe,Yes,No
11678,10.05333,204.89743,145.89374,364.11936,294.43273,235.3437,36.35726,429.43159,Yes,Safe,Yes,Yes
11679,6.80216,49.88361,41.87373,128.31106,3.25772,6.00458,0.1533,25.91021,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11680,6.13341,55.91789,53.77996,119.81955,0.87784,9.44482,0.11982,58.41381,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11681,10.13751,67.55048,0.28461,73.18732,171.1863,92.00571,11.04183,209.53203,No,"Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11682,7.76528,72.05139,27.09518,3.72642,4.75402,7.71082,0.16739,8.45402,Yes,Safe,Yes,No
11683,6.62202,39.13747,46.79021,101.91622,4.55546,1.06086,0.16517,104.00942,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11684,10.72632,17.14392,63.02814,157.98446,70.01829,195.46905,23.31803,58.75458,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11685,8.36003,45.82272,18.4904,2.77394,2.75161,9.04269,0.05801,4.64239,Yes,Safe,Yes,No
11686,0.35089,390.9192,121.95907,407.98306,294.88171,39.49498,87.35268,239.35758,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11687,7.99162,54.47806,13.79445,2.68822,1.55959,0.7814,1.32778,4.23164,Yes,Safe,Yes,No
11688,5.28678,448.56334,92.16234,36.34674,271.84029,230.59092,96.23721,416.00187,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11689,8.53983,184.04487,144.57139,14.45892,16.7641,167.26977,0.89939,23.37933,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",Yes,No
11690,8.13905,246.23665,5.64747,64.83317,62.15089,91.03589,12.70572,26.5897,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11691,8.41722,59.93311,14.07964,2.80412,4.6639,7.22628,0.26466,1.0263,Yes,Safe,Yes,No
11692,9.36394,201.43373,133.14329,156.12335,48.32812,4.01678,17.68527,37.01827,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",Yes,No
11693,6.96814,57.90374,15.32934,2.54006,3.03425,8.99065,0.48323,3.28898,Yes,Safe,No,No
11694,11.97174,229.21891,153.33942,107.33662,126.6593,195.78119,29.52956,76.26276,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11695,5.13075,44.41858,34.22373,103.85133,3.84231,8.0481,0.01818,67.75646,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11696,0.30945,128.26154,17.59699,458.86988,102.22909,289.03246,94.42646,309.42029,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11697,5.68282,49.90007,54.02179,132.38887,3.65989,0.9527,0.00296,142.47676,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11698,10.2953,21.74919,168.87658,19.64244,170.38247,88.73984,24.09029,254.71203,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11699,5.02192,59.39918,36.27565,82.36842,1.70798,1.70552,0.16245,27.31784,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11700,7.29447,109.7422,56.65355,74.32426,120.62871,78.71433,22.70915,43.97385,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11701,5.13071,38.33008,57.0322,63.0064,0.3196,3.23082,0.19986,36.52172,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11702,8.2663,77.98719,155.11503,22.43745,81.53071,70.18056,21.01481,247.27115,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11703,7.29891,36.71981,23.23855,3.39178,1.84008,6.05691,1.24385,0.84575,Yes,Safe,Yes,No
11704,6.87529,54.19697,38.50061,80.25542,3.07006,6.58675,0.14963,39.8663,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11705,7.99448,68.4072,26.09369,3.55628,2.34215,0.79906,1.12919,1.95544,Yes,Safe,Yes,No
11706,0.64578,228.60366,350.74421,190.42481,114.89253,232.3284,54.93138,56.97797,Yes,Safe,Yes,Yes
11707,6.97635,71.19096,12.34573,3.43374,2.01178,4.44503,0.12256,1.92399,Yes,Safe,No,No
11708,11.78237,241.73937,189.0827,152.6271,91.31283,198.35057,9.244,127.31526,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11709,8.75992,112.06013,226.72659,389.58935,333.72551,369.88602,35.45303,456.29578,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11710,7.21446,56.87925,25.60964,3.26527,2.55374,1.68178,1.76456,6.19486,Yes,Safe,Yes,No
11711,8.05355,60.55425,21.43685,3.2098,1.06458,4.97163,1.57939,2.82101,Yes,Safe,Yes,No
11712,7.85144,38.01765,15.33154,2.62227,4.80278,3.25797,1.23614,5.0007,Yes,Safe,Yes,No
11713,4.524,360.43234,299.04885,242.48823,285.46963,309.6659,17.88199,357.03605,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11714,6.18031,56.51841,38.5629,53.38891,2.43245,2.23205,0.10217,79.09275,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11715,10.8522,16.19873,89.79295,63.83188,142.70361,26.50259,26.44212,87.94963,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11716,7.08445,55.84045,21.37288,2.37993,1.67412,0.79428,1.81312,4.17616,Yes,Safe,Yes,No
11717,5.39723,44.5409,35.18981,50.05538,4.30237,9.72076,0.0356,110.75724,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11718,6.32107,47.77016,41.436,87.24294,0.66337,1.51388,0.19502,145.52386,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11719,6.40646,55.15575,50.93464,133.98653,2.81009,2.71265,0.1445,104.29284,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11720,7.63268,49.95317,27.82018,2.7902,4.31295,3.69003,1.64715,0.45234,Yes,Safe,Yes,No
11721,6.2447,57.01778,51.86588,61.87644,1.16005,2.17633,0.03264,111.41193,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11722,6.88724,68.53289,16.1913,2.31328,0.76134,3.84458,1.39988,2.01593,Yes,Safe,No,No
11723,6.54873,59.71876,15.53266,3.16643,4.3864,8.69636,0.25388,8.48751,Yes,Safe,No,No
11724,8.79855,229.25417,112.91469,134.18421,342.91437,59.07055,6.63739,191.46426,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11725,8.0552,26.412,27.7004,2.88165,4.16759,0.60204,1.77746,4.1086,Yes,Safe,Yes,No
11726,5.15995,81.40499,247.15029,40.74459,164.27932,373.98914,60.60993,383.48371,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11727,12.06328,92.57228,124.99294,408.67557,97.60474,171.89961,35.89406,290.05965,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11728,7.1114,79.85374,95.66066,3.15441,3.64433,101.98688,23.32877,60.44078,No,"spasms,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11729,8.4907,46.11104,18.51119,2.17593,2.05488,7.01451,0.78944,6.17033,Yes,Safe,Yes,No
11730,6.96822,37.44679,39.55175,66.88817,3.69102,1.32092,0.04942,105.47517,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11731,6.23222,33.49736,38.97344,56.89334,4.98832,3.73557,0.08008,54.90857,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11732,5.46718,30.78363,51.79776,86.83321,4.47187,1.20735,0.18594,140.62585,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11733,7.54318,69.98588,24.20414,3.87553,0.12214,5.8586,0.45639,9.06329,Yes,Safe,Yes,No
11734,8.1716,72.59828,21.09928,3.31713,1.58635,2.80272,1.41015,2.09507,Yes,Safe,Yes,No
11735,6.02047,44.21802,44.08396,71.9162,2.80719,0.94419,0.0875,113.78922,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11736,10.06342,436.07548,279.25577,407.7335,28.87235,53.66865,92.67692,295.86043,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11737,5.3935,207.29588,62.59227,110.51948,268.08871,28.80923,14.1087,197.33489,Yes,Safe,Yes,Yes
11738,1.4108,364.4123,393.87,63.73101,365.95206,330.09005,50.21461,330.45234,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11739,7.52267,346.47528,150.34347,241.51647,253.82653,164.95302,62.75894,258.08657,Yes,Safe,Yes,Yes
11740,7.53054,138.72181,229.79557,249.51954,294.40311,292.65271,96.16143,201.3209,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11741,4.34659,215.23359,350.05621,369.15976,295.91735,369.72765,71.13555,492.74591,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11742,11.35492,23.05077,79.55152,33.60212,145.29774,117.4315,29.97009,146.27579,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11743,6.85642,53.86297,24.66457,3.25,3.39717,5.31872,1.32454,6.87871,Yes,Safe,No,No
11744,8.06751,37.24433,29.23548,3.74436,0.19387,3.08601,0.07663,4.38613,Yes,Safe,Yes,No
11745,9.74408,478.71876,396.90016,7.49808,152.76351,341.95723,5.94029,427.43628,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11746,7.7409,48.19903,18.15419,3.33872,4.25724,9.50698,1.10676,2.22022,Yes,Safe,Yes,No
11747,1.5738,221.68104,60.62725,96.45888,142.97106,390.67072,5.50801,488.38368,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11748,7.00214,32.20752,10.67623,3.95661,0.37219,0.08995,0.48111,8.41308,Yes,Safe,Yes,No
11749,4.93983,67.98865,111.64241,3.24669,322.59784,224.10875,43.61888,325.93723,Yes,Safe,Yes,Yes
11750,5.53691,36.87673,248.5118,57.00487,295.60936,323.39933,9.64327,398.39629,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11751,7.45112,389.69545,301.02955,26.81744,372.2322,226.48515,1.60793,199.14924,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",No,No
11752,7.3455,421.71756,112.70644,49.93622,50.52434,248.638,3.59084,249.04472,Yes,Safe,Yes,Yes
11753,6.51313,47.63207,28.60067,3.69805,1.33228,6.19735,1.17476,1.66068,Yes,Safe,No,No
11754,5.57779,59.7217,52.57286,147.88355,4.81795,1.41144,0.11328,35.6443,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11755,4.13684,46.02035,282.36126,282.09548,134.34437,319.82517,8.26662,331.23457,Yes,Safe,Yes,Yes
11756,9.50599,191.29859,108.29337,134.46984,101.70959,19.00661,1.06243,153.90078,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",Yes,No
11757,5.53463,17.99589,213.88893,62.47414,212.44401,250.60054,93.41266,225.27187,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11758,10.87364,24.02228,393.56742,222.77103,374.73127,51.06416,10.21321,325.4477,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11759,5.62225,18.71544,178.6309,341.86133,395.34938,182.81391,70.69132,20.11198,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11760,3.23838,460.56788,264.68226,105.42904,286.89833,147.87119,21.57858,70.18876,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11761,7.68012,324.3024,44.74757,3.2014,54.71615,178.76616,49.17689,290.12842,No,"spasms,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11762,3.56045,403.06015,228.37118,6.68228,226.2367,287.1853,31.36546,62.66959,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11763,11.39188,26.85279,18.26676,179.50012,7.01748,184.54637,12.67078,2.01817,No,"Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea",Yes,No
11764,3.20835,438.50275,130.65568,481.51502,124.01895,335.23562,42.04679,413.91034,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11765,6.24363,45.74082,57.74173,111.10642,1.38407,4.91559,0.08058,117.00585,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11766,9.90604,256.07787,7.63449,46.73726,76.69237,94.84571,4.91707,187.80625,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11767,9.51745,12.91743,89.1809,321.75792,118.95375,276.28611,9.07098,338.26035,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11768,2.91695,325.77982,117.97231,403.06965,56.7359,271.24818,66.51687,287.09033,Yes,Safe,Yes,Yes
11769,5.39786,59.77216,33.40038,62.88785,1.14162,3.80298,0.19934,50.32156,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
11770,9.92123,196.90288,121.90436,166.8457,88.15191,37.88036,12.28509,233.88557,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11771,6.98189,161.47422,241.70507,477.41481,153.10483,153.045,31.83201,217.75875,Yes,Safe,Yes,Yes
11772,4.55848,313.96708,160.80286,319.47367,67.73702,199.7385,71.99667,448.38603,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
11773,7.78799,251.23817,93.8268,191.23531,56.92389,88.77007,21.9131,23.71568,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
11774,12.64375,103.04736,168.8295,19.048,218.83934,346.61044,38.28512,395.85662,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
